Date,Rented Bike Count,Hour,Temperature (C),Humidity (%),Wind speed (m/s),Visibility (10m),Dew point temperature (C),Solar Radiation (MJ/m2),Rainfall (mm),Snowfall (cm),Seasons,Holiday,Functioning Day
2018-01-05,635,18,-1.8,44.0,2.2,1709.0,-12.4,0.01,0.0,0.0,Winter,No Holiday,Yes
2018-01-05,443,19,-2.5,49.0,0.6,1436.0,-11.7,0.0,0.0,0.0,Winter,No Holiday,Yes
2018-01-05,322,20,-3.4,51.0,1.1,1391.0,-12.1,0.0,0.0,0.0,Winter,No Holiday,Yes
2018-01-05,284,21,-3.5,53.0,0.9,1353.0,-11.7,0.0,0.0,0.0,Winter,No Holiday,Yes
2018-01-05,281,22,-3.8,53.0,1.3,1300.0,-12.0,0.0,0.0,0.0,Winter,No Holiday,Yes
2018-01-05,189,23,-3.6,50.0,1.9,1284.0,-12.5,0.0,0.0,0.0,Winter,No Holiday,Yes
2018-01-06,184,0,-4.3,52.0,1.6,1247.0,-12.7,0.0,0.0,0.0,Winter,No Holiday,Yes
2018-01-06,222,1,-4.8,54.0,1.2,1219.0,-12.7,0.0,0.0,0.0,Winter,No Holiday,Yes
2018-01-06,176,2,-5.5,56.0,1.4,1285.0,-12.9,0.0,0.0,0.0,Winter,No Holiday,Yes
2018-01-06,103,3,-5.6,56.0,1.0,1367.0,-13.0,0.0,0.0,0.0,Winter,No Holiday,Yes
2018-01-06,61,4,-5.9,61.0,1.1,1260.0,-12.2,0.0,0.0,0.0,Winter,No Holiday,Yes
2018-01-06,48,5,-6.1,64.0,1.0,1231.0,-11.8,0.0,0.0,0.0,Winter,No Holiday,Yes
2018-01-06,69,6,-6.5,67.0,0.7,1175.0,-11.6,0.0,0.0,0.0,Winter,No Holiday,Yes
2018-01-06,105,7,-6.6,65.0,1.0,1320.0,-12.0,0.0,0.0,0.0,Winter,No Holiday,Yes
2018-01-06,186,8,-6.5,62.0,1.1,1503.0,-12.5,0.0,0.0,0.0,Winter,No Holiday,Yes
2018-01-06,221,9,-5.8,49.0,1.4,1728.0,-14.8,0.16,0.0,0.0,Winter,No Holiday,Yes
2018-01-06,204,10,-3.5,39.0,2.0,1946.0,-15.4,0.54,0.0,0.0,Winter,No Holiday,Yes
2018-01-06,245,11,-1.6,35.0,2.1,1812.0,-15.1,0.87,0.0,0.0,Winter,No Holiday,Yes
2018-01-06,283,12,0.0,35.0,2.3,1672.0,-13.6,1.07,0.0,0.0,Winter,No Holiday,Yes
2018-01-06,356,13,0.9,28.0,2.4,1895.0,-15.6,1.18,0.0,0.0,Winter,No Holiday,Yes
2018-01-06,370,14,1.8,29.0,2.0,1693.0,-14.3,1.14,0.0,0.0,Winter,No Holiday,Yes
2018-01-06,373,15,2.3,27.0,2.2,1877.0,-14.8,0.92,0.0,0.0,Winter,No Holiday,Yes
2018-01-06,352,16,2.7,27.0,2.2,1811.0,-14.4,0.64,0.0,0.0,Winter,No Holiday,Yes
2018-01-06,354,17,1.1,31.0,1.7,1989.0,-14.1,0.26,0.0,0.0,Winter,No Holiday,Yes
2018-01-06,271,18,-0.6,37.0,1.6,1797.0,-13.5,0.01,0.0,0.0,Winter,No Holiday,Yes
2018-01-06,207,19,-1.2,37.0,1.2,1663.0,-14.0,0.0,0.0,0.0,Winter,No Holiday,Yes
2018-01-06,189,20,-2.1,41.0,1.1,1578.0,-13.6,0.0,0.0,0.0,Winter,No Holiday,Yes
2018-01-06,214,21,-2.5,47.0,0.8,1495.0,-12.2,0.0,0.0,0.0,Winter,No Holiday,Yes
2018-01-06,218,22,-2.6,47.0,1.6,1492.0,-12.3,0.0,0.0,0.0,Winter,No Holiday,Yes
2018-01-06,169,23,-3.2,50.0,0.8,1429.0,-12.1,0.0,0.0,0.0,Winter,No Holiday,Yes
2018-01-07,192,0,-3.8,48.0,0.7,1574.0,-13.2,0.0,0.0,0.0,Winter,No Holiday,Yes
2018-01-07,162,1,-3.9,51.0,0.2,1535.0,-12.5,0.0,0.0,0.0,Winter,No Holiday,Yes
2018-01-07,128,2,-4.4,53.0,0.3,1594.0,-12.5,0.0,0.0,0.0,Winter,No Holiday,Yes
2018-01-07,102,3,-4.8,56.0,0.6,1505.0,-12.2,0.0,0.0,0.0,Winter,No Holiday,Yes
2018-01-07,62,4,-5.1,60.0,0.7,1377.0,-11.6,0.0,0.0,0.0,Winter,No Holiday,Yes
2018-01-07,40,5,-5.6,58.0,0.7,1350.0,-12.5,0.0,0.0,0.0,Winter,No Holiday,Yes
2018-01-07,38,6,-5.5,52.0,0.7,1503.0,-13.8,0.0,0.0,0.0,Winter,No Holiday,Yes
2018-01-07,60,7,-5.6,58.0,0.9,1368.0,-12.5,0.0,0.0,0.0,Winter,No Holiday,Yes
2018-01-07,122,8,-5.3,53.0,1.1,1411.0,-13.4,0.0,0.0,0.0,Winter,No Holiday,Yes
2018-01-07,143,9,-3.8,49.0,1.6,1371.0,-12.9,0.18,0.0,0.0,Winter,No Holiday,Yes
2018-01-07,179,10,-1.8,40.0,1.8,1555.0,-13.6,0.48,0.0,0.0,Winter,No Holiday,Yes
2018-01-07,214,11,0.5,35.0,1.4,1558.0,-13.2,0.75,0.0,0.0,Winter,No Holiday,Yes
2018-01-07,278,12,1.1,34.0,0.9,1455.0,-13.0,0.6,0.0,0.0,Winter,No Holiday,Yes
2018-01-07,265,13,1.4,34.0,0.8,1394.0,-12.7,0.5,0.0,0.0,Winter,No Holiday,Yes
2018-01-07,331,14,1.9,32.0,0.7,1368.0,-13.0,0.41,0.0,0.0,Winter,No Holiday,Yes
2018-01-07,368,15,2.7,31.0,0.9,1603.0,-12.7,0.43,0.0,0.0,Winter,No Holiday,Yes
2018-01-07,333,16,2.6,32.0,1.0,1381.0,-12.4,0.27,0.0,0.0,Winter,No Holiday,Yes
2018-01-07,349,17,2.3,33.0,0.2,1515.0,-12.3,0.13,0.0,0.0,Winter,No Holiday,Yes
2018-01-07,270,18,1.8,34.0,1.2,1518.0,-12.4,0.0,0.0,0.0,Winter,No Holiday,Yes
2018-01-07,246,19,1.6,35.0,1.0,1419.0,-12.2,0.0,0.0,0.0,Winter,No Holiday,Yes
2018-01-07,233,20,1.3,38.0,0.4,1386.0,-11.4,0.0,0.0,0.0,Winter,No Holiday,Yes
2018-01-07,236,21,1.2,39.0,0.6,1378.0,-11.2,0.0,0.0,0.0,Winter,No Holiday,Yes
2018-01-07,214,22,1.1,40.0,0.5,1305.0,-11.0,0.0,0.0,0.0,Winter,No Holiday,Yes
2018-01-07,149,23,1.1,39.0,0.6,1422.0,-11.3,0.0,0.0,0.0,Winter,No Holiday,Yes
2018-01-08,149,0,0.9,42.0,1.1,1271.0,-10.5,0.0,0.0,0.0,Winter,No Holiday,Yes
2018-01-08,109,1,0.9,42.0,0.2,1333.0,-10.5,0.0,0.0,0.0,Winter,No Holiday,Yes
2018-01-08,77,2,0.8,42.0,0.5,1275.0,-10.6,0.0,0.0,0.0,Winter,No Holiday,Yes
2018-01-08,53,3,0.9,43.0,0.4,1261.0,-10.2,0.0,0.0,0.0,Winter,No Holiday,Yes
2018-01-08,46,4,1.0,43.0,0.8,1253.0,-10.2,0.0,0.0,0.0,Winter,No Holiday,Yes
2018-01-08,67,5,0.8,42.0,1.0,1394.0,-10.6,0.0,0.0,0.0,Winter,No Holiday,Yes
2018-01-08,159,6,0.8,45.0,0.7,1268.0,-9.8,0.0,0.0,0.0,Winter,No Holiday,Yes
2018-01-08,374,7,0.7,44.0,0.8,1357.0,-10.1,0.0,0.0,0.0,Winter,No Holiday,Yes
2018-01-08,701,8,0.7,45.0,0.7,1339.0,-9.9,0.0,0.0,0.0,Winter,No Holiday,Yes
2018-01-08,387,9,0.8,47.0,0.9,1070.0,-9.2,0.05,0.0,0.0,Winter,No Holiday,Yes
2018-01-08,253,10,1.3,43.0,0.8,971.0,-9.9,0.16,0.0,0.0,Winter,No Holiday,Yes
2018-01-08,278,11,1.7,37.0,0.6,1062.0,-11.4,0.23,0.0,0.0,Winter,No Holiday,Yes
2018-01-08,356,12,2.7,33.0,2.7,1281.0,-12.0,0.6,0.0,0.0,Winter,No Holiday,Yes
2018-01-08,303,13,3.0,32.0,1.6,1518.0,-12.1,0.38,0.0,0.0,Winter,No Holiday,Yes
2018-01-08,349,14,3.4,31.0,1.4,1267.0,-12.1,0.36,0.0,0.0,Winter,No Holiday,Yes
2018-01-08,318,15,3.9,33.0,1.8,1293.0,-10.9,0.39,0.0,0.0,Winter,No Holiday,Yes
2018-01-08,353,16,3.5,36.0,1.7,1702.0,-10.2,0.16,0.0,0.0,Winter,No Holiday,Yes
2018-01-08,385,17,2.7,50.0,2.8,1957.0,-6.7,0.06,0.0,0.0,Winter,No Holiday,Yes
2018-01-08,316,18,1.5,70.0,2.5,638.0,-3.3,0.0,0.0,0.0,Winter,No Holiday,Yes
2018-01-08,127,19,0.9,88.0,1.6,290.0,-0.8,0.0,0.0,0.5,Winter,No Holiday,Yes
2018-01-08,144,20,1.0,89.0,1.9,407.0,-0.6,0.0,0.0,1.0,Winter,No Holiday,Yes
2018-01-08,146,21,0.7,77.0,6.7,692.0,-2.8,0.0,0.9,1.0,Winter,No Holiday,Yes
2018-01-08,149,22,0.1,68.0,4.6,740.0,-5.1,0.0,0.0,1.0,Winter,No Holiday,Yes
2018-01-08,112,23,-0.6,62.0,4.2,936.0,-6.9,0.0,0.0,1.0,Winter,No Holiday,Yes
2018-01-09,100,0,-1.2,67.0,4.6,983.0,-6.5,0.0,0.0,1.0,Winter,No Holiday,Yes
2018-01-09,107,1,-1.9,69.0,5.0,791.0,-6.8,0.0,0.0,1.0,Winter,No Holiday,Yes
2018-01-09,75,2,-2.9,66.0,3.3,1515.0,-8.3,0.0,0.0,1.0,Winter,No Holiday,Yes
2018-01-09,52,3,-3.4,67.0,3.2,1420.0,-8.6,0.0,0.0,0.9,Winter,No Holiday,Yes
2018-01-09,38,4,-4.3,59.0,4.4,1451.0,-11.1,0.0,0.0,0.9,Winter,No Holiday,Yes
2018-01-09,52,5,-5.1,48.0,3.2,1821.0,-14.4,0.0,0.0,0.9,Winter,No Holiday,Yes
2018-01-09,126,6,-5.6,52.0,3.7,1785.0,-13.9,0.0,0.0,0.9,Winter,No Holiday,Yes
2018-01-09,245,7,-5.9,57.0,3.1,1686.0,-13.0,0.0,0.0,0.8,Winter,No Holiday,Yes
2018-01-09,554,8,-6.0,64.0,3.2,1384.0,-11.7,0.0,0.0,0.7,Winter,No Holiday,Yes
2018-01-09,320,9,-6.0,61.0,2.5,1547.0,-12.3,0.13,0.0,0.6,Winter,No Holiday,Yes
2018-01-09,190,10,-4.8,57.0,3.0,1559.0,-12.0,0.47,0.0,0.5,Winter,No Holiday,Yes
2018-01-09,247,11,-3.9,51.0,4.5,1746.0,-12.5,0.73,0.0,0.5,Winter,No Holiday,Yes
2018-01-09,262,12,-2.7,45.0,2.4,1707.0,-13.0,1.05,0.0,0.4,Winter,No Holiday,Yes
2018-01-09,265,13,-2.6,45.0,4.0,1663.0,-12.9,1.11,0.0,0.3,Winter,No Holiday,Yes
2018-01-09,265,14,-1.8,45.0,3.7,1922.0,-12.1,1.06,0.0,0.2,Winter,No Holiday,Yes
2018-01-09,257,15,-2.4,51.0,4.6,1458.0,-11.1,0.46,0.0,0.0,Winter,No Holiday,Yes
2018-01-09,262,16,-2.4,56.0,3.3,1541.0,-9.9,0.35,0.0,0.0,Winter,No Holiday,Yes
2018-01-09,332,17,-2.9,66.0,3.6,743.0,-8.3,0.23,0.0,0.0,Winter,No Holiday,Yes
2018-01-09,558,18,-3.8,58.0,1.7,1996.0,-10.8,0.01,0.0,0.0,Winter,No Holiday,Yes
2018-01-09,364,19,-4.5,57.0,0.6,2000.0,-11.7,0.0,0.0,0.0,Winter,No Holiday,Yes
2018-01-09,302,20,-4.9,59.0,0.6,1992.0,-11.6,0.0,0.0,0.0,Winter,No Holiday,Yes
2018-01-09,281,21,-4.8,59.0,0.9,2000.0,-11.6,0.0,0.0,0.0,Winter,No Holiday,Yes
2018-01-09,166,22,-4.2,67.0,1.6,503.0,-9.4,0.0,0.0,0.0,Winter,No Holiday,Yes
2018-01-09,80,23,-4.9,80.0,0.7,690.0,-7.8,0.0,0.0,0.2,Winter,No Holiday,Yes
2018-01-10,61,0,-5.2,82.0,0.8,152.0,-7.7,0.0,0.5,0.5,Winter,No Holiday,Yes
2018-01-10,78,1,-5.6,75.0,1.7,1982.0,-9.3,0.0,0.0,0.8,Winter,No Holiday,Yes
2018-01-10,63,2,-5.7,72.0,1.2,1925.0,-9.9,0.0,0.0,0.8,Winter,No Holiday,Yes
2018-01-10,40,3,-6.1,70.0,1.1,2000.0,-10.6,0.0,0.3,0.8,Winter,No Holiday,Yes
2018-01-10,31,4,-6.6,72.0,2.2,2000.0,-10.8,0.0,0.0,0.8,Winter,No Holiday,Yes
2018-01-10,39,5,-7.3,75.0,1.6,2000.0,-10.9,0.0,0.0,0.8,Winter,No Holiday,Yes
2018-01-10,84,6,-7.7,74.0,1.1,2000.0,-11.5,0.0,0.0,0.8,Winter,No Holiday,Yes
2018-01-10,158,7,-8.0,70.0,1.8,2000.0,-12.5,0.0,0.0,0.7,Winter,No Holiday,Yes
2018-01-10,387,8,-7.9,67.0,2.6,1896.0,-12.9,0.0,0.0,0.7,Winter,No Holiday,Yes
2018-01-10,225,9,-7.7,62.0,3.6,1637.0,-13.7,0.13,0.0,0.7,Winter,No Holiday,Yes
2018-01-10,150,10,-6.9,53.0,3.2,1576.0,-14.8,0.52,0.0,0.6,Winter,No Holiday,Yes
2018-01-10,168,11,-6.4,49.0,4.5,1759.0,-15.3,0.86,0.0,0.5,Winter,No Holiday,Yes
2018-01-10,217,12,-5.6,44.0,4.5,1830.0,-15.9,1.1,0.0,0.5,Winter,No Holiday,Yes
2018-01-10,207,13,-5.1,43.0,4.7,1901.0,-15.7,1.18,0.0,0.4,Winter,No Holiday,Yes
2018-01-10,177,14,-5.3,37.0,5.3,2000.0,-17.7,1.05,0.0,0.3,Winter,No Holiday,Yes
2018-01-10,193,15,-5.3,33.0,4.8,2000.0,-19.0,0.99,0.0,0.3,Winter,No Holiday,Yes
2018-01-10,196,16,-5.4,30.0,3.9,2000.0,-20.2,0.69,0.0,0.2,Winter,No Holiday,Yes
2018-01-10,266,17,-6.5,34.0,4.0,2000.0,-19.8,0.31,0.0,0.0,Winter,No Holiday,Yes
2018-01-10,437,18,-7.8,32.0,4.5,2000.0,-21.6,0.02,0.0,0.0,Winter,No Holiday,Yes
2018-01-10,259,19,-8.5,35.0,2.9,2000.0,-21.2,0.0,0.0,0.0,Winter,No Holiday,Yes
2018-01-10,207,20,-8.9,41.0,2.3,2000.0,-19.7,0.0,0.0,0.0,Winter,No Holiday,Yes
2018-01-10,214,21,-9.4,47.0,2.0,2000.0,-18.6,0.0,0.0,0.0,Winter,No Holiday,Yes
2018-01-10,165,22,-9.7,51.0,2.8,2000.0,-17.9,0.0,0.0,0.0,Winter,No Holiday,Yes
2018-01-10,139,23,-10.2,53.0,3.3,1997.0,-17.9,0.0,0.0,0.0,Winter,No Holiday,Yes
2018-01-11,98,0,-10.3,54.0,2.4,1988.0,-17.8,0.0,0.0,0.0,Winter,No Holiday,Yes
2018-01-11,100,1,-10.6,55.0,2.9,1987.0,-17.9,0.0,0.0,0.0,Winter,No Holiday,Yes
2018-01-11,89,2,-10.9,57.0,2.7,1900.0,-17.7,0.0,0.0,0.0,Winter,No Holiday,Yes
2018-01-11,38,3,-11.2,59.0,2.9,1872.0,-17.6,0.0,0.0,0.0,Winter,No Holiday,Yes
2018-01-11,33,4,-11.5,57.0,2.3,1899.0,-18.3,0.0,0.0,0.0,Winter,No Holiday,Yes
2018-01-11,42,5,-11.9,61.0,1.8,1759.0,-17.9,0.0,0.0,0.0,Winter,No Holiday,Yes
2018-01-11,82,6,-12.0,61.0,2.3,1709.0,-18.0,0.0,0.0,0.0,Winter,No Holiday,Yes
2018-01-11,203,7,-12.3,59.0,2.3,1738.0,-18.6,0.0,0.0,0.0,Winter,No Holiday,Yes
2018-01-11,443,8,-12.6,61.0,1.6,1610.0,-18.5,0.0,0.0,0.0,Winter,No Holiday,Yes
2018-01-11,227,9,-12.0,53.0,2.6,1781.0,-19.6,0.16,0.0,0.0,Winter,No Holiday,Yes
2018-01-11,152,10,-11.1,46.0,3.7,1638.0,-20.4,0.48,0.0,0.0,Winter,No Holiday,Yes
2018-01-11,146,11,-10.2,41.0,3.5,1629.0,-20.9,0.84,0.0,0.0,Winter,No Holiday,Yes
2018-01-11,187,12,-8.6,40.0,2.6,1700.0,-19.8,1.11,0.0,0.0,Winter,No Holiday,Yes
2018-01-11,178,13,-8.6,41.0,3.4,1593.0,-19.5,1.2,0.0,0.0,Winter,No Holiday,Yes
2018-01-11,187,14,-7.4,38.0,3.3,1718.0,-19.3,1.15,0.0,0.0,Winter,No Holiday,Yes
2018-01-11,181,15,-8.3,42.0,3.8,1745.0,-18.9,0.93,0.0,0.0,Winter,No Holiday,Yes
2018-01-11,179,16,-8.2,39.0,2.8,1807.0,-19.7,0.63,0.0,0.0,Winter,No Holiday,Yes
2018-01-11,219,17,-9.3,43.0,2.8,1900.0,-19.6,0.28,0.0,0.0,Winter,No Holiday,Yes
2018-01-11,352,18,-10.4,43.0,2.3,1985.0,-20.6,0.02,0.0,0.0,Winter,No Holiday,Yes
2018-01-11,251,19,-10.9,44.0,3.0,2000.0,-20.7,0.0,0.0,0.0,Winter,No Holiday,Yes
2018-01-11,177,20,-11.6,49.0,1.8,1953.0,-20.1,0.0,0.0,0.0,Winter,No Holiday,Yes
2018-01-11,162,21,-12.4,51.0,2.2,1992.0,-20.4,0.0,0.0,0.0,Winter,No Holiday,Yes
2018-01-11,172,22,-12.9,52.0,2.8,2000.0,-20.7,0.0,0.0,0.0,Winter,No Holiday,Yes
2018-01-11,119,23,-13.2,51.0,1.5,1972.0,-21.2,0.0,0.0,0.0,Winter,No Holiday,Yes
2018-01-12,105,0,-13.6,49.0,1.6,2000.0,-22.0,0.0,0.0,0.0,Winter,No Holiday,Yes
2018-01-12,99,1,-13.7,47.0,3.0,2000.0,-22.6,0.0,0.0,0.0,Winter,No Holiday,Yes
2018-01-12,83,2,-13.8,43.0,2.6,2000.0,-23.7,0.0,0.0,0.0,Winter,No Holiday,Yes
2018-01-12,42,3,-14.1,45.0,1.8,2000.0,-23.4,0.0,0.0,0.0,Winter,No Holiday,Yes
2018-01-12,30,4,-14.3,45.0,2.0,2000.0,-23.6,0.0,0.0,0.0,Winter,No Holiday,Yes
2018-01-12,35,5,-14.6,45.0,1.1,2000.0,-23.9,0.0,0.0,0.0,Winter,No Holiday,Yes
2018-01-12,92,6,-14.9,45.0,2.3,2000.0,-24.2,0.0,0.0,0.0,Winter,No Holiday,Yes
2018-01-12,189,7,-15.1,45.0,0.9,2000.0,-24.4,0.0,0.0,0.0,Winter,No Holiday,Yes
2018-01-12,419,8,-15.1,44.0,1.2,2000.0,-24.6,0.0,0.0,0.0,Winter,No Holiday,Yes
2018-01-12,196,9,-14.9,40.0,1.2,1999.0,-25.5,0.16,0.0,0.0,Winter,No Holiday,Yes
2018-01-12,119,10,-13.0,37.0,2.2,1960.0,-24.6,0.59,0.0,0.0,Winter,No Holiday,Yes
2018-01-12,140,11,-11.2,31.0,2.4,1944.0,-25.0,0.94,0.0,0.0,Winter,No Holiday,Yes
2018-01-12,178,12,-9.6,27.0,2.0,1945.0,-25.1,1.17,0.0,0.0,Winter,No Holiday,Yes
2018-01-12,177,13,-8.2,29.0,2.0,1920.0,-23.1,1.19,0.0,0.0,Winter,No Holiday,Yes
2018-01-12,173,14,-7.2,28.0,2.3,1990.0,-22.6,1.14,0.0,0.0,Winter,No Holiday,Yes
2018-01-12,177,15,-6.5,26.0,2.4,1987.0,-22.8,0.96,0.0,0.0,Winter,No Holiday,Yes
2018-01-12,196,16,-5.8,21.0,1.1,2000.0,-24.6,0.66,0.0,0.0,Winter,No Holiday,Yes
2018-01-12,259,17,-6.5,22.0,1.5,2000.0,-24.7,0.28,0.0,0.0,Winter,No Holiday,Yes
2018-01-12,405,18,-7.5,28.0,2.0,2000.0,-22.9,0.02,0.0,0.0,Winter,No Holiday,Yes
2018-01-12,273,19,-8.2,32.0,1.1,2000.0,-22.0,0.0,0.0,0.0,Winter,No Holiday,Yes
2018-01-12,210,20,-7.9,31.0,1.4,2000.0,-22.1,0.0,0.0,0.0,Winter,No Holiday,Yes
2018-01-12,184,21,-7.4,33.0,1.4,2000.0,-20.9,0.0,0.0,0.0,Winter,No Holiday,Yes
2018-01-12,186,22,-6.9,39.0,1.6,2000.0,-18.5,0.0,0.0,0.0,Winter,No Holiday,Yes
2018-01-12,144,23,-6.7,36.0,1.3,1821.0,-19.3,0.0,0.0,0.0,Winter,No Holiday,Yes
2018-01-13,152,0,-6.6,39.0,1.6,1930.0,-18.2,0.0,0.0,0.0,Winter,No Holiday,Yes
2018-01-13,168,1,-6.5,45.0,0.5,1964.0,-16.4,0.0,0.0,0.0,Winter,No Holiday,Yes
2018-01-13,145,2,-6.4,40.0,0.9,2000.0,-17.8,0.0,0.0,0.0,Winter,No Holiday,Yes
2018-01-13,77,3,-6.5,42.0,0.7,1996.0,-17.3,0.0,0.0,0.0,Winter,No Holiday,Yes
2018-01-13,47,4,-6.4,46.0,0.8,1993.0,-16.1,0.0,0.0,0.0,Winter,No Holiday,Yes
2018-01-13,40,5,-6.3,51.0,0.8,2000.0,-14.8,0.0,0.0,0.0,Winter,No Holiday,Yes
2018-01-13,42,6,-6.4,59.0,0.6,887.0,-13.1,0.0,0.0,0.0,Winter,No Holiday,Yes
2018-01-13,43,7,-6.5,68.0,0.6,571.0,-11.4,0.0,0.0,0.0,Winter,No Holiday,Yes
2018-01-13,67,8,-6.5,72.0,0.8,670.0,-10.7,0.0,0.0,0.2,Winter,No Holiday,Yes
2018-01-13,102,9,-6.3,76.0,0.6,330.0,-9.8,0.05,0.2,0.4,Winter,No Holiday,Yes
2018-01-13,106,10,-5.5,72.0,0.7,1354.0,-9.7,0.29,0.0,0.6,Winter,No Holiday,Yes
2018-01-13,133,11,-4.8,70.0,1.0,1244.0,-9.4,0.21,0.0,0.6,Winter,No Holiday,Yes
2018-01-13,174,12,-3.7,66.0,1.1,1140.0,-9.1,0.45,0.2,0.4,Winter,No Holiday,Yes
2018-01-13,212,13,-2.5,62.0,1.4,1087.0,-8.7,0.66,0.0,0.0,Winter,No Holiday,Yes
2018-01-13,215,14,-1.8,62.0,0.7,936.0,-8.1,0.55,0.0,0.0,Winter,No Holiday,Yes
2018-01-13,251,15,-1.5,62.0,0.9,957.0,-7.8,0.28,0.0,0.0,Winter,No Holiday,Yes
2018-01-13,249,16,-1.2,63.0,0.9,876.0,-7.3,0.19,0.0,0.0,Winter,No Holiday,Yes
2018-01-13,277,17,-1.4,68.0,1.0,761.0,-6.5,0.11,0.0,0.0,Winter,No Holiday,Yes
2018-01-13,223,18,-2.6,73.0,1.0,684.0,-6.7,0.01,0.0,0.0,Winter,No Holiday,Yes
2018-01-13,167,19,-3.3,76.0,0.8,633.0,-6.9,0.0,0.0,0.0,Winter,No Holiday,Yes
2018-01-13,158,20,-3.9,78.0,1.1,596.0,-7.1,0.0,0.0,0.0,Winter,No Holiday,Yes
2018-01-13,156,21,-4.1,79.0,0.7,522.0,-7.2,0.0,0.0,0.0,Winter,No Holiday,Yes
2018-01-13,168,22,-4.3,81.0,0.4,435.0,-7.0,0.0,0.0,0.0,Winter,No Holiday,Yes
2018-01-13,131,23,-4.4,81.0,0.7,420.0,-7.1,0.0,0.0,0.0,Winter,No Holiday,Yes
2018-01-14,149,0,-4.4,81.0,0.7,414.0,-7.1,0.0,0.0,0.0,Winter,No Holiday,Yes
2018-01-14,150,1,-3.7,79.0,0.9,438.0,-6.8,0.0,0.0,0.0,Winter,No Holiday,Yes
2018-01-14,111,2,-3.5,78.0,1.0,444.0,-6.7,0.0,0.0,0.0,Winter,No Holiday,Yes
2018-01-14,79,3,-3.6,78.0,1.6,471.0,-6.8,0.0,0.0,0.0,Winter,No Holiday,Yes
2018-01-14,48,4,-4.0,79.0,1.2,453.0,-7.1,0.0,0.0,0.0,Winter,No Holiday,Yes
2018-01-14,29,5,-4.2,79.0,1.2,442.0,-7.3,0.0,0.0,0.0,Winter,No Holiday,Yes
2018-01-14,49,6,-4.3,79.0,1.1,433.0,-7.4,0.0,0.0,0.0,Winter,No Holiday,Yes
2018-01-14,59,7,-4.4,80.0,1.4,411.0,-7.3,0.0,0.0,0.0,Winter,No Holiday,Yes
2018-01-14,81,8,-3.8,79.0,0.8,412.0,-6.9,0.0,0.0,0.0,Winter,No Holiday,Yes
2018-01-14,118,9,-3.4,77.0,1.6,432.0,-6.8,0.12,0.0,0.0,Winter,No Holiday,Yes
2018-01-14,134,10,-2.1,72.0,1.7,489.0,-6.4,0.34,0.0,0.0,Winter,No Holiday,Yes
2018-01-14,174,11,-0.5,64.0,0.7,537.0,-6.4,0.49,0.0,0.0,Winter,No Holiday,Yes
2018-01-14,226,12,1.2,58.0,0.8,550.0,-6.1,0.74,0.0,0.0,Winter,No Holiday,Yes
2018-01-14,272,13,3.0,52.0,1.4,568.0,-5.9,0.9,0.0,0.0,Winter,No Holiday,Yes
2018-01-14,304,14,3.7,53.0,0.6,592.0,-5.0,0.74,0.0,0.0,Winter,No Holiday,Yes
2018-01-14,353,15,4.6,50.0,0.9,824.0,-4.9,0.62,0.0,0.0,Winter,No Holiday,Yes
2018-01-14,366,16,5.3,49.0,1.8,982.0,-4.5,0.43,0.0,0.0,Winter,No Holiday,Yes
2018-01-14,302,17,4.5,51.0,1.1,1244.0,-4.7,0.17,0.0,0.0,Winter,No Holiday,Yes
2018-01-14,250,18,4.1,53.0,1.3,1132.0,-4.6,0.0,0.0,0.0,Winter,No Holiday,Yes
2018-01-14,208,19,3.9,54.0,1.1,1102.0,-4.5,0.0,0.0,0.0,Winter,No Holiday,Yes
2018-01-14,210,20,3.5,55.0,1.0,1100.0,-4.7,0.0,0.0,0.0,Winter,No Holiday,Yes
2018-01-14,213,21,3.1,58.0,0.4,936.0,-4.3,0.0,0.0,0.0,Winter,No Holiday,Yes
2018-01-14,196,22,2.8,60.0,0.6,829.0,-4.2,0.0,0.0,0.0,Winter,No Holiday,Yes
2018-01-14,144,23,2.7,60.0,0.6,794.0,-4.3,0.0,0.0,0.0,Winter,No Holiday,Yes
2018-01-15,171,0,3.0,60.0,0.5,842.0,-4.0,0.0,0.0,0.0,Winter,No Holiday,Yes
2018-01-15,122,1,3.0,62.0,0.9,835.0,-3.5,0.0,0.0,0.0,Winter,No Holiday,Yes
2018-01-15,74,2,3.6,65.0,0.9,959.0,-2.3,0.0,0.0,0.0,Winter,No Holiday,Yes
2018-01-15,58,3,4.4,70.0,1.7,928.0,-0.6,0.0,0.0,0.0,Winter,No Holiday,Yes
2018-01-15,38,4,4.9,73.0,1.8,881.0,0.4,0.0,0.0,0.0,Winter,No Holiday,Yes
2018-01-15,55,5,5.0,76.0,1.9,808.0,1.1,0.0,0.0,0.0,Winter,No Holiday,Yes
2018-01-15,82,6,4.9,83.0,3.0,582.0,2.2,0.0,0.0,0.0,Winter,No Holiday,Yes
2018-01-15,209,7,4.4,87.0,1.0,357.0,2.4,0.0,0.0,0.0,Winter,No Holiday,Yes
2018-01-15,444,8,4.1,85.0,1.1,470.0,1.7,0.0,0.0,0.0,Winter,No Holiday,Yes
2018-01-15,303,9,3.9,86.0,1.7,399.0,1.7,0.11,0.2,0.0,Winter,No Holiday,Yes
2018-01-15,212,10,4.2,82.0,2.2,560.0,1.3,0.22,0.0,0.0,Winter,No Holiday,Yes
